gene	m
PCDHAC1	1
PCDHAC2	1
PCDHB16	2
PCDHB4	2
PCDHGA10	2
PCDHGA2	1
PCDHGA3	1
PCDHGA4	2
PCDHGB2	2
PCDHGB4	1
PCDHGB6	1
PCDHGB7	1
PCF11	1
PCGF2	3
PCGF5	1
PCK1	11
PCK2	2
PCLO	7
PCM1	8
PCMT1	13
PCNA	1
PCNT	103
PCNX1	4
PCNX2	3
PCOLCE	4
PCSK1	54
PCSK2	6
PCSK4	1
PCSK5	5
PCSK6	12
PCSK7	2
PCSK9	116
PCTP	2
PCYOX1	1
PCYT1A	22
PDCD1	5
PDCD10	84
PDCD11	1
PDCD2	1
PDCD4	1
PDCD5	2
PDCD6	1
PDCD6IP	2
PDE10A	9
PDE11A	23
PDE1A	2
PDE1B	1
PDE1C	3
PDE2A	1
PDE3A	12
PDE3B	2
PDE4A	2
PDE4B	2
PDE4C	1
PDE4D	45
PDE4DIP	2
pde4dipi9	1
PDE5A	2
PDE6A	74
PDE6B	160
PDE6C	64
PDE6D	2
PDE6G	2
PDE6H	2
PDE7B	2
PDE8B	11
PDGFB	23
PDGFC	3
PDGFD	2
PDGFRA	34
PDGFRB	29
PDGFRL	1
PDHA1	196
PDHA2	1
PDHB	13
PDHX	22
PDIA2	2
PDIA3	8
PDIA4	3
PDIA5	1
PDIA6	1
PDILT	2
PDK1	1
PDK2	1
PDK3	4
PDK4	1
PDLIM1	1
PDLIM3	7
PDLIM4	3
PDLIM5	3
PDLIM7	1
PDP1	4
PDPK1	3
PDPR	1
PDS5A	3
PDS5B	1
PDSS1	3
PDSS2	6
PDX1	40
PDXDC1	2
PDXK	3
PDYN	20
PDZD2	6
PDZD4	1
PDZD7	29
PDZD8	1
PDZK1	1
PEAK1	1
PEAR1	4
PEBP1	1
PEBP4	1
PECAM1	3
PECR	2
PEG3	2
PELI1	1
PELI3	1
PEMT	2
PENK	2
PEPD	35
PER1	7
PER2	9
PER3	6
PERCC1	2
PERP	4
PET100	2
PET117	1
PEX1	141
PEX10	33
PEX11B	8
PEX11G	1
PEX12	38
PEX13	12
PEX14	5
PEX16	17
PEX19	5
PEX2	18
PEX26	31
PEX3	10
PEX5	14
PEX5L	1
PEX6	112
PEX7	54
PFAS	2
PFDN6	1
PFKFB1	1
PFKFB2	1
PFKL	3
PFKM	27
PFKP	2
PFN1	9
PGA5	1
PGAM1	2
PGAM2	11
PGAM4	1
PGAM5	2
PGAP1	13
PGAP2	8
pgap2tv1	3
PGAP3	19
PGBD1	1
PGBD4	1
PGC	1
PGD	2
PGF	2
PGK1	31
PGLYRP2	5
PGLYRP3	3
PGLYRP4	3
PGM1	38
pgm1tv2	3
PGM2	1
PGM3	18
PGR	4
PGRMC1	4
PGS1	2
PHACTR1	6
PHB	2
PHB2	1
PHC1	1
PHC2	2
PHEX	588
PHF10	2
PHF11	2
PHF12	1
PHF19	3
PHF2	2
PHF20	2
PHF20L1	1
PHF21A	15
PHF23	2
PHF3	8
phf3tv3	1
PHF6	30
PHF7	3
PHF8	17
phf8tv1	2
phf8tv3	1
PHGDH	27
PHIP	54
PHKA1	8
PHKA2	115
PHKB	26
phkbtv2	1
PHKG2	33
PHLDA1	1
PHLDA2	1
PHLDB1	1
PHLDB2	1
PHLDB3	1
PHLPP1	3
PHLPP2	1
PHOX2A	5
PHOX2B	101
PHPT1	1
PHRF1	5
PHTF2	1
PHYH	37
PHYKPL	2
PI15	1
PI16	1
PI3	1
PI4K2A	1
PI4K2B	1
PI4KA	4
PIANP	1
PIAS1	3
PIAS4	3
PIBF1	9
PICALM	5
PICK1	3
PID1	1
PIDD1	4
PIEZO1	97
PIEZO2	40
PIF1	2
PIFO	1
PIGA	30
PIGB	10
PIGC	4
PIGF	1
PIGG	7
PIGH	2
PIGL	13
PIGM	1
PIGN	40
PIGO	21
PIGP	2
PIGQ	4
PIGR	2
PIGS	7
PIGT	13
PIGU	1
PIGV	16
PIGW	7
PIGY	2
PIGZ	2
PIH1D3	12
PIK3AP1	4
PIK3C2A	5
PIK3C2B	6
PIK3C2G	2
PIK3C3	4
PIK3CA	60
PIK3CB	4
PIK3CD	21
PIK3CG	4
PIK3R1	34
pik3r1tv2	1
PIK3R2	9
PIK3R3	2
PIK3R4	3
PIK3R5	2
PIKFYVE	17
PILRA	1
PIM3	1
PIMREG	1
PIN1	6
PINK1	145
PIP4K2A	2
PIP4K2C	1
PIP5K1A	1
PIP5K1C	3
PIR	1
PISD	1
PITPNM1	2
PITPNM3	7
PITRM1	3
PITX1	18
PITX2	119
pitx2b	1
pitx2c	13
PITX3	16
PIWIL1	7
PIWIL3	1
PIWIL4	2
PJA2	1
PJVK	25
PKD1	2072
PKD1L1	16
PKD1L2	1
PKD1L3	4
PKD2	352
PKDCC	1
PKDREJ	1
PKHD1	584
PKHD1L1	4
PKLR	285
PKM	12
PKMYT1	1
PKN1	2
PKN2	3
PKNOX1	1
PKNOX2	1
PKP1	19
PKP2	307
PKP3	1
PLA2G10	1
PLA2G12A	1
PLA2G12B	1
PLA2G15	1
PLA2G2A	4
PLA2G2D	2
PLA2G4A	7
PLA2G4C	2
PLA2G5	7
PLA2G6	191
pla2g6tv	1
PLA2G7	22
PLA2R1	4
PLAA	6
PLAG1	3
PLAGL1	2
PLAT	6
PLAU	6
PLAUR	3
PLB1	23
PLCB1	15
PLCB2	1
PLCB3	2
PLCB4	17
PLCD1	13
PLCD3	2
PLCD4	3
PLCE1	79
PLCG1	2
PLCG2	20
PLCH1	1
PLCH2	2
PLCL2	1
PLCXD3	2
PLCZ1	9
PLD1	4
PLD2	4
PLD3	22
PLD4	1
PLD5	1
PLEC	114
plec1a	2
plec1f	2
plectv10	1
PLEKHA1	1
PLEKHA3	1
PLEKHA4	2
PLEKHA5	7
PLEKHA6	5
PLEKHA7	7
PLEKHA8	2
PLEKHB2	1
PLEKHD1	2
PLEKHF1	1
PLEKHG2	3
PLEKHG4	2
PLEKHG5	13
plekhg5tv6	1
PLEKHG7	5
PLEKHH1	2
PLEKHH2	1
PLEKHM1	4
PLEKHM2	1
PLEKHO1	1
PLEKHO2	1
PLG	79
PLIN1	10
PLIN2	1
PLIN4	1
PLK1	3
PLK2	1
PLK4	10
PLN	38
PLOD1	45
PLOD2	27
PLOD3	6
PLP1	359
PLP2	2
PLPBP	15
PLPP1	1
PLPP2	3
PLPP3	2
PLPP6	1
PLPPR4	1
PLRG1	1
PLS1	2
PLS3	20
PLTP	5
PLVAP	4
PLXDC1	1
PLXDC2	3
PLXNA1	24
PLXNA2	7
PLXNA3	13
PLXNA4	9
PLXNB1	11
PLXNB2	1
PLXNB3	3
PLXNC1	2
PLXND1	9
PM20D1	3
PMAIP1	1
PMEL	10
PMFBP1	9
PML	5
pml4	1
PMM1	3
PMM2	130
PMP2	5
PMP22	169
PMPCA	9
PMPCB	5
PMS1	37
PMS2	416
PMS2P3	1
PMVK	11
PNISR	1
PNKD	5
PNKP	34
PNLIP	6
PNLIPRP2	1
PNMT	7
PNP	40
PNPLA1	57
PNPLA2	53
PNPLA3	7
PNPLA4	1
PNPLA5	10
PNPLA6	64
PNPLA7	3
PNPLA8	6
PNPO	33
PNPT1	17
POC1A	9
POC1B	10
POC5	5
PODXL	14
PODXL2	1
POF1B	3
POFUT1	16
POGLUT1	27
POGZ	75
POLA1	8
POLA2	1
POLB	2
POLD1	40
POLD3	5
POLE	96
POLE2	3
POLG	329
POLG2	15
POLH	85
POLI	4
POLK	4
POLL	3
POLN	2
POLQ	28
POLR1A	6
POLR1C	22
POLR1D	26
POLR1E	1
POLR2A	17
POLR2C	2
POLR2E	1
POLR2M	2
POLR3A	121
POLR3B	63
POLR3C	4
POLR3F	1
POLR3H	1
POLR3K	1
POLRMT	2
POM121	1
POM121C	1
POM121L12	1
POMC	44
POMGNT1	92
POMGNT2	10
POMK	8
POMP	4
POMT1	107
POMT2	77
PON1	22
PON2	5
PON3	6
POP1	7
POR	94
PORCN	127
POSTN	3
POT1	48
POTEA	1
POU1F1	47
POU2AF1	1
POU2F1	1
POU3F2	7
POU3F3	18
POU3F4	89
POU4F3	38
POU5F1	6
POU5F1B	3
POU6F2	4
PPA2	9
PPARA	9
PPARD	3
PPARG	58
PPARGC1A	10
PPARGC1B	8
PPAT	1
PPCS	4
PPEF2	1
PPFIA1	2
PPFIA2	1
PPFIA4	1
PPFIBP1	1
PPFIBP2	8
PPIA	3
PPIB	14
PPIG	1
PPIP5K1	1
PPIP5K2	5
PPL	2
PPM1A	1
PPM1B	1
PPM1D	81
PPM1F	1
PPM1G	1
PPM1K	4
PPOX	187
PPP1CB	12
PPP1CC	1
PPP1R12A	1
PPP1R12B	1
PPP1R13L	3
PPP1R14D	1
PPP1R15A	2
PPP1R15B	5
PPP1R1A	1
PPP1R21	8
PPP1R26	1
PPP1R35	1
PPP1R3A	5
PPP1R3C	2
PPP1R9A	13
PPP2CA	15
PPP2CB	1
PPP2R1A	7
PPP2R1B	3
PPP2R2B	6
PPP2R2C	1
PPP2R2D	1
PPP2R3A	5
PPP2R3C	3
PPP2R5B	3
PPP2R5C	2
PPP2R5D	11
PPP2R5E	2
PPP3CA	16
PPP3CB	1
PPP3R1	1
PPP4C	1
PPP4R1	1
PPP4R3A	1
PPP4R4	1
PPP5C	2
PPP6R1	2
PPP6R2	1
PPP6R3	2
PPRC1	2
PPT1	82
PPWD1	1
PQBP1	22
PQLC1	1
PQLC2	1
PRADC1	1
PRAME	1
PRAMEF1	1
PRAMEF12	1
PRAMEF2	1
PRAMEF33	1
PRAMEF8	1
PRB1	3
PRB3	3
PRB4	2
PRCD	7
PRCP	2
PRDM1	8
PRDM10	6
PRDM12	11
PRDM13	10
PRDM14	1
PRDM15	2
PRDM16	23
PRDM2	3
PRDM5	13
PRDM6	4
PRDM7	1
PRDM8	1
PRDM9	6
PRDX1	3
PRDX2	1
PRDX4	1
PRDX6	1
PRELID3B	1
PREP	2
PREPL	21
PREX1	3
PREX2	5
PRF1	195
PRG4	35
PRICKLE1	22
PRICKLE2	8
PRICKLE3	2
PRIM1	1
PRIM2	2
PRIMA1	1
PRIMPOL	2
PRKAA1	2
PRKAA2	5
PRKAB2	1
PRKACA	4
PRKACB	2
PRKACG	1
PRKAG1	1
PRKAG2	63
PRKAG3	1
PRKAR1A	194
PRKAR1B	6
PRKAR2A	1
PRKAR2B	3
PRKCA	15
PRKCB	5
PRKCD	7
PRKCE	1
PRKCG	54
PRKCH	2
PRKCQ	2
PRKCSH	31
PRKD1	10
PRKD2	2
PRKDC	12
PRKG1	7
PRKG2	12
PRKN	478
PRKRA	13
PRL	1
PRLHR	2
PRLR	6
PRM1	4
PRM2	2
PRMT2	1
PRMT3	2
PRMT7	14
PRMT8	1
PRMT9	1
PRNCR1	1
PRND	3
PRNP	112
prnptv2	1
PROC	416
PROCA1	1
PROCR	8
PRODH	28
PRODH2	9
PROK1	3
PROK2	21
PROKR1	2
PROKR2	86
PROM1	93
PROM2	1
PROP1	43
PROS1	444
PROSER2	1
PROX1	1
PROX2	1
PROZ	8
PRPF18	1
PRPF3	7
PRPF31	196
PRPF38B	1
PRPF39	1
PRPF4	4
PRPF40B	2
PRPF4B	1
PRPF6	11
PRPF8	55
PRPH	11
PRPH2	192
PRPS1	36
PRPS1L1	1
PRPS2	1
PRPSAP2	1
PRR12	3
PRR14	1
PRR23A	1
PRR30	1
PRR5L	1
PRRC2A	11
PRRC2B	3
PRRC2C	3
PRRG4	1
PRRT2	117
PRRX1	12
PRRX2	1
PRSS1	69
PRSS12	2
PRSS16	6
PRSS2	2
PRSS37	2
PRSS38	2
PRSS3P2	1
PRSS48	1
PRSS53	2
PRSS56	30
PRSS8	1
PRTG	1
PRUNE1	12
PRUNE2	3
PRX	62
PSAP	33
PSAPL1	1
PSAT1	10
PSCA	2
PSD	1
PSD2	1
PSD3	4
PSD4	1
PSEN1	337
psen1mv	1
PSEN2	73
PSENEN	18
PSG11	1
PSG2	1
PSMA1	1
PSMA3	3
PSMA6	1
PSMA7	1
PSMA8	1
PSMB1	1
PSMB10	1
PSMB4	5
PSMB7	1
PSMB8	12
PSMB9	5
PSMC2	2
PSMC3IP	10
PSMC4	2
PSMC5	2
PSMD10	1
PSMD12	10
PSMD2	2
PSMD3	2
PSMD5	1
PSMD6	2
PSMD7	1
PSMD8	1
PSMD9	1
PSME4	2
PSMG4	2
PSORS1C1	2
PSPC1	2
PSPH	9
PSPN	3
PSTPIP1	29
PTAFR	2
PTAR1	1
PTBP1	2
PTBP2	2
PTCD1	3
PTCD3	2
PTCH1	551
ptch1am	1
ptch1tv1a	3
PTCH2	11
PTCHD1	49
PTCHD3	3
PTCRA	1
PTCSC3	1
PTDSS1	7
PTEN	699
ptenil	2
PTF1A	17
PTGDR	4
PTGDR2	3
PTGDS	1
PTGER2	1
PTGER3	1
PTGER4	3
PTGES	2
PTGES2	1
PTGFR	1
PTGFRN	2
PTGIR	7
PTGIS	5
PTGR1	1
PTGS1	10
PTGS2	9
PTH	8
PTH1R	48
PTH2R	2
PTHLH	22
PTK2	4
PTK2B	3
ptk2tv3	8
PTK6	1
PTK7	12
ptk7ie	2
PTPN1	3
PTPN11	157
ptpn11tv2	1
PTPN12	6
PTPN13	8
PTPN14	2
PTPN2	5
PTPN21	2
PTPN22	14
PTPN23	6
PTPN3	2
PTPN4	4
PTPN5	1
PTPN6	3
PTPN7	2
PTPRA	1
PTPRB	2
PTPRC	8
PTPRCAP	1
PTPRD	14
PTPRF	8
PTPRG	8
PTPRH	2
PTPRJ	15
PTPRK	1
PTPRM	6
PTPRO	11
PTPRQ	36
PTPRS	6
PTPRT	11
PTPRU	2
PTPRZ1	1
PTRH2	3
ptrh2ia	1
PTRHD1	4
PTS	117
PTTG1IP	1
PTX3	1
PUF60	36
PUM1	15
PUM2	1
PURA	68
PUS1	12
PUS3	7
PUS7	7
PVR	1
pvrl1b	2
pvrtv4	1
PVT1	1
PWRN2	2
PWWP2A	1
PWWP3A	1
PXDN	15
PXDNL	7
PXN	1
PXT1	2
PYCARD	1
PYCR1	45
pycr1tv2	1
PYCR2	14
PYCR3	1
PYGL	47
PYGM	174
PYGO1	1
PYGO2	3
PYHIN1	3
PYROXD1	8
PYROXD2	1
PYY	8
PZP	3
QARS	10
QDPR	67
QKI	2
QPRT	2
QRFPR	1
QRICH1	16
QRICH2	8
QRSL1	7
QSER1	1
QSOX2	1
QTRT2	2
R3HDM2	1
RAB10	1
RAB11A	4
RAB11B	2
RAB11FIP2	1
RAB11FIP5	4
RAB12	5
RAB18	5
RAB21	1
RAB23	15
RAB25	1
RAB27A	61
RAB28	7
RAB29	3
RAB2A	2
RAB31	2
RAB33B	7
RAB34	1
RAB39B	22
RAB3GAP1	74
RAB3GAP2	17
RAB3IL1	1
RAB40AL	2
RAB43	3
RAB7A	7
RABEP1	1
RABGAP1L	4
RABGGTA	1
RABGGTB	1
RABL3	2
RABL6	2
RAC1	18
RAC2	6
RAC3	4
RACK1	1
RAD17	1
RAD18	1
RAD21	19
RAD21L1	2
RAD23B	2
RAD50	123
RAD51	22
RAD51B	30
RAD51C	143
RAD51D	99
rad51dtv6	8
RAD52	9
RAD54B	2
RAD54L	5
RAD54L2	3
RAD9A	1
RAD9B	1
RADIL	2
RAET1L	2
RAF1	68
RAG1	199
RAG2	89
RAI1	125
RAI2	1
RALA	7
RALGAPA1	4
ralgapa1i7	1
RALGAPA2	1
RALGAPB	25
RALGDS	1
RAN	2
RANBP1	1
RANBP17	1
RANBP2	9
RANBP6	2
RANBP9	1
RANGAP1	2
RANGRF	5
RAP1A	2
RAP1B	1
RAP1GAP	1
RAPGEF1	1
RAPGEF2	3
RAPGEF3	1
RAPGEF4	2
RAPGEF6	1
RAPSN	65
RARA	2
RARB	6
RARG	2
RARS	15
RARS2	41
RASA1	175
RASA2	5
RASAL1	2
RASAL2	1
RASAL3	1
RASEF	6
RASGEF1A	1
RASGEF1B	11
RASGRF1	1
RASGRP1	11
RASGRP2	23
RASGRP3	1
RASGRP4	1
RASIP1	1
RASSF1	3
RASSF4	1
RASSF5	1
RASSF9	1
RAVER1	2
RAX	15
RAX2	9
RB1	1170
RB1CC1	4
RBBP4	1
RBBP5	2
RBBP6	6
RBBP8	6
RBCK1	14
RBFA	1
RBFOX1	42
rbfox1i4	10
RBFOX2	4
RBFOX3	3
RBL1	2
RBL2	4
RBM10	12
RBM12	6
RBM12B	2
RBM14	1
RBM15	3
RBM15B	1
RBM20	72
RBM27	2
RBM28	1
RBM3	1
RBM33	1
RBM43	1
RBM45	1
RBM47	2
RBM48	1
RBM4B	1
RBM7	1
RBM8A	15
RBMS1	1
RBMS2	1
RBMS3	1
RBMX	1
RBMXL2	2
RBMY1A1	1
RBP1	1
RBP3	18
RBP4	9
RBP5	1
RBPJ	10
RBPJL	1
RBSN	2
RBX1	1
RC3H1	2
RCAN1	3
rcan1tv3	1
RCBTB1	10
RCC1	1
RCC1L	1
RCCD1	1
RCL1	1
RCOR1	1
RCOR2	1
RD3	13
RDH10	1
RDH11	3
RDH12	116
RDH5	54
RDH8	3
RDX	15
REC114	1
REC8	4
RECK	1
RECQL	34
RECQL4	145
RECQL5	13
REEP1	66
reep1tv1	3
reep1tv4	1
REEP2	5
REEP4	5
REEP6	8
REG1CP	1
REL	1
RELA	3
RELB	1
RELN	78
RELT	4
REM2	1
REN	23
RENBP	2
REPIN1	2
REPS1	2
REPS2	1
RERE	26
RERGL	1
REST	17
RET	463
RETN	6
RETREG1	6
RETREG2	2
RETSAT	1
rettv1	3
REV1	12
REV3L	10
REXO1	1
RFC1	4
RFC2	4
RFC5	1
RFLNA	2
RFNG	2
RFT1	17
RFWD3	2
RFX2	4
RFX3	15
RFX5	13
RFX6	35
RFX7	4
RFX8	2
RFXANK	23
rfxanktv2	1
RFXAP	10
RGL1	4
RGL2	1
RGMA	3
RGMB	1
RGN	1
RGPD4	1
RGR	11
RGS11	1
RGS12	3
RGS2	13
RGS20	1
RGS22	1
RGS4	1
RGS6	5
RGS7	2
RGS9	3
RGS9BP	7
RGSL1	1
RHAG	29
RHBDD2	1
RHBDF1	2
RHBDF2	5
RHCE	96
RHCG	1
RHD	376
RHEB	2
RHNO1	4
RHO	230
RHOA	1
RHOB	3
RHOBTB2	6
RHOG	1
RHOH	1
RHOT2	1
RHOXF2	3
RHOXF2B	1
RHPN2	3
RIC1	11
RIC3	3
RIC8A	1
RIC8B	1
RICTOR	3
RIF1	2
RILPL2	1
RIMBP2	4
RIMKLA	1
RIMS1	20
rims1tv3	1
rims1tv5	4
RIMS2	2
RIMS3	4
RIN1	1
RIN2	4
RIN3	8
RING1	1
RINL	1
RINT1	16
RIPK1	9
RIPK2	4
RIPK3	1
RIPK4	17
RIPOR1	2
RIPOR2	2
RIPOR3	1
RIPPLY1	3
RIPPLY2	3
RIPPLY3	4
RIT1	27
RLBP1	37
RLIM	10
RMI1	2
RMI2	1
RMND1	17
RMRP	123
RNA18S5	1
RNASE11	1
RNASE13	1
RNASE3	2
RNASE4	1
RNASEH1	6
RNASEH2A	23
RNASEH2B	43
RNASEH2C	15
RNASEL	11
RNASET2	14
RND2	1
RNF113A	1
RNF114	4
RNF115	2
RNF123	2
RNF125	4
RNF128	1
rnf128i2	1
RNF13	2
RNF135	8
RNF139	3
RNF144A	1
RNF145	1
RNF146	1
RNF151	2
RNF168	6
RNF170	1
RNF186	2
RNF19A	3
RNF20	1
RNF207	3
RNF212	2
RNF213	113
RNF216	15
RNF220	2
RNF25	1
RNF26	1
RNF31	3
RNF32	1
RNF38	1
RNF43	13
RNF5	1
RNF6	1
RNF8	1
RNFT2	2
RNH1	1
RNLS	3
RNPC3	2
RNPEPL1	2
RNU12	1
RNU4ATAC	29
RO60	1
ROBO1	23
ROBO2	22
ROBO3	46
ROBO4	14
ROCK1	6
ROCK2	7
ROGDI	13
ROM1	19
ROPN1L	2
ROR1	2
ROR2	41
RORA	18
RORB	12
RORC	5
ROS1	7
RP1	209
RP1-140A9.1	1
rp11-115d19.1	1
rp11-462g12.2	1
RP1L1	56
RP2	133
RP9	4
RPA1	4
RPA2	1
RPA3	1
RPA4	1
RPAP1	1
RPE65	234
RPF1	1
RPGR	261
rpgr11a	1
RPGRIP1	162
RPGRIP1L	53
rpgrtvx1	1
RPH3A	4
RPH3AL	1
RPIA	8
RPL10	6
RPL10A	1
RPL11	56
RPL14	1
RPL15	10
RPL18	1
RPL19	3
RPL21	2
RPL24	2
RPL26	1
RPL27	2
RPL3	2
RPL31	2
RPL34	2
RPL35	1
RPL35A	22
RPL36	1
RPL4	1
RPL5	101
RPL7	1
RPL9	2
RPLP0	1
RPLP1	1
RPN1	1
RPN2	1
RPP40	1
RPRD2	1
RPS10	8
RPS11	1
RPS15	1
RPS15A	1
RPS17	21
RPS19	182
RPS20	1
RPS23	2
RPS24	10
rps24id	4
RPS26	37
RPS27	1
RPS27A	1
RPS28	1
RPS29	4
RPS3	1
RPS6KA1	3
RPS6KA2	1
RPS6KA3	179
RPS6KA6	1
RPS6KB2	9
RPS6KC1	2
RPS7	10
RPSA	8
RPTN	2
RPTOR	6
RPUSD3	1
RPUSD4	1
RRAD	5
RRAGA	3
RRAGC	3
RRAS	3
RRAS2	6
RREB1	13
RRH	1
RRM1	2
RRM2B	47
RRN3	1
RRP12	1
RRP15	1
RRP1B	4
RRP8	4
RS1	303
RSAD1	3
RSF1	2
RSL1D1	1
RSL24D1	1
RSPH1	10
RSPH3	5
RSPH4A	26
RSPH6A	1
RSPH9	13
RSPO1	7
RSPO2	2
RSPO4	19
RSPRY1	4
RSRC1	3
RSRC2	1
RTCA	1
RTEL1	95
RTEL1-TNFRSF6B	1
rtel1at	41
RTF1	2
RTKN2	3
RTL1	2
RTL4	1
RTN2	5
RTN3	3
RTN4IP1	14
RTN4R	11
RTN4RL1	6
RTN4RL2	1
RTP1	1
RTTN	30
RUBCN	4
RUBCNL	1
RUFY2	2
rufy2tv2	1
RUFY3	2
RUNDC1	3
RUNDC3A	1
RUNDC3B	2
RUNX1	113
runx1aml1b	8
RUNX1T1	5
RUNX2	226
RUNX3	5
RUSC1	1
RUSC2	4
RUVBL1	1
RUVBL2	1
RXFP2	3
RXRA	2
RXRB	1
RXRG	6
RXYLT1	8
RYBP	2
RYK	1
RYR1	754
RYR2	480
RYR3	23
S100A13	1
S100A14	1
S100A3	2
S100A4	1
S100B	2
S1PR1	6
S1PR2	3
S1PR3	3
S1PR4	2
SAA1	3
SAA2	2
SAA4	2
SACS	293
SAE1	3
SAFB2	1
SAG	18
SAGE1	1
SALL1	91
SALL2	3
SALL4	67
SAMD11	5
SAMD12	1
samd4atv1	1
SAMD7	1
SAMD9	46
SAMD9L	40
SAMHD1	60
SAP130	2
SAP30BP	1
SAPCD1	1
SAPCD2	3
SAR1B	20
SARDH	7
SARS	3
SARS2	6
SART1	2
SART3	1
SASH1	12
SASS6	6
SAT1	2
SATB2	157
SATL1	2
SAXO1	1
SBDS	90
SBF1	17
SBF2	47
SBNO1	3
SBNO2	1
SBSPON	1
SC5D	6
SCAF11	2
SCAF4	2
SCAMP2	1
SCAP	3
SCAPER	19
SCARA3	1
SCARB1	18
scarb1tv2	1
SCARB2	28
SCARF2	14
SCD	1
SCFD2	1
SCG2	2
SCG3	3
SCGB1A1	1
SCGB1D2	1
SCGB3A2	3
SCGN	4
SCHIP1	1
SCLT1	6
SCMH1	2
SCN10A	100
SCN11A	21
SCN1A	1910
SCN1B	37
scn1bb	13
SCN2A	366
scn2atv3	2
SCN2B	8
SCN3A	19
SCN3B	7
scn3btv2	1
SCN4A	138
SCN4B	11
SCN5A	963
scn5aib	3
scn5aie	1
SCN8A	163
SCN9A	137
SCNM1	2
SCNN1A	51
SCNN1B	61
SCNN1D	3
SCNN1G	28
SCO1	6
SCO2	37
SCP2	5
SCRIB	16
SCRN1	1
SCT	1
SCUBE1	1
SCUBE2	4
scube2tv2	1
SCUBE3	1
SCYL1	14
SCYL2	1
SDC1	1
SDC2	1
SDC3	4
SDCCAG8	19
SDF4	1
SDHA	105
SDHAF1	6
SDHAF2	6
SDHAF3	2
SDHB	298
SDHC	71
sdhctv2	2
SDHD	179
SDK1	2
SDK2	3
SDR39U1	1
SDR9C7	10
SEBOX	1
SEC14L1	1
SEC14L5	1
SEC16A	4
SEC16B	1
SEC23A	4
SEC23B	129
SEC23IP	1
SEC24A	2
SEC24B	4
SEC24D	14
SEC31A	2
sec31atv10	1
SEC31B	1
SEC61A1	4
SEC61B	2
SEC63	33
SECISBP2	15
SECTM1	1
SEL1L	4
SEL1L3	1
SELE	4
SELENBP1	4
SELENOF	1
SELENOI	3
SELENON	72
SELENOO	1
SELENOP	5
SELENOS	1
SELL	4
SELP	6
SELPLG	4
SEM1	9
SEMA3A	33
SEMA3B	1
SEMA3C	5
SEMA3D	20
SEMA3E	8
SEMA3F	4
SEMA3G	3
SEMA4A	17
SEMA4C	1
SEMA4D	18
SEMA4G	1
SEMA5A	11
SEMA5B	1
SEMA6A	3
SEMA6B	4
SEMA6D	5
sema6di1	1
SEMA7A	11
SEMG1	4
SEMG2	1
SENP1	1
SENP2	1
SENP5	2
SEPSECS	16
SEPT12	6
SEPT6	1
SEPT8	1
SEPT9	11
SEPTIN14	2
SERAC1	55
SERINC2	3
SERPINA1	123
SERPINA10	5
SERPINA11	1
SERPINA12	3
SERPINA3	8
SERPINA5	1
SERPINA6	20
SERPINA7	49
SERPINB11	3
SERPINB2	1
SERPINB3	1
SERPINB4	2
SERPINB5	1
SERPINB6	3
SERPINB7	13
SERPINB8	3
SERPINC1	441
SERPIND1	7
SERPINE1	7
SERPINF1	49
SERPINF2	10
SERPING1	573
SERPINH1	13
SERPINI1	9
SERPINI2	1
SERTAD1	1
SESN2	1
SESTD1	1
SET	8
SETBP1	53
setbp1tvb	1
SETD1A	20
SETD1B	10
SETD2	21
SETD4	1
SETD5	40
SETD6	2
SETD9	2
SETDB1	4
SETDB2	4
setdb2i3	1
SETMAR	1
SETX	235
setxat	2
SEZ6	11
SEZ6L	1
SEZ6L2	1
SF1	3
SF3A1	1
SF3A2	1
SF3A3	1
SF3B1	4
SF3B2	2
SF3B4	40
SFI1	1
SFMBT1	3
SFPQ	2
SFRP1	1
SFRP4	5
SFTPA1	7
SFTPA2	8
SFTPB	32
SFTPC	88
SFTPD	3
SFXN4	6
SGCA	124
SGCB	74
SGCD	39
sgcdp	1
SGCE	122
sgcetv1	2
SGCG	77
SGCZ	3
SGF29	1
SGIP1	1
SGK1	1
sgk1tv2	1
SGK2	1
SGMS1	1
SGMS2	3
SGO1	1
SGO2	1
SGPL1	20
SGPP1	1
SGPP2	1
SGSH	152
SGSM1	2
SGSM2	2
SGSM3	4
SGTB	1
SH2B1	25
sh2b1g	1
SH2B3	18
SH2D1A	132
SH2D3C	2
SH3BP2	16
SH3BP4	2
SH3BP5	1
SH3D19	2
SH3GL1	1
SH3GL2	1
SH3GL3	1
SH3KBP1	1
SH3PXD2B	24
sh3pxd2btv2	1
SH3RF3	2
SH3TC2	106
SHANK1	14
SHANK2	74
shank2tv2	3
SHANK3	238
shank3e11	6
SHARPIN	2
SHB	1
SHBG	15
SHC4	1
SHH	226
SHKBP1	2
SHLD2	1
SHMT1	4
SHOC2	9
SHOX	437
SHOX2	6
shoxb	6
SHPK	2
SHPRH	2
SHROOM1	1
SHROOM2	9
SHROOM3	13
SHROOM4	11
SHTN1	1
SI	41
SIAE	18
SIAH1	2
SIGIRR	4
SIGLEC1	3
SIGLEC11	1
SIGLEC12	1
SIGLEC14	1
SIGLEC15	1
SIGLEC16	1
SIGLEC5	1
SIGMAR1	23
SIK1	9
SIK3	2
SIL1	51
SIM1	59
SIN3A	20
SIN3B	3
SIPA1	1
SIPA1L1	2
SIPA1L3	5
SIRPA	1
